"","GSM711910"
"8045339",3.91187
"8045341",1.79549
"8045343",1.66567
"8045345",3.53756
"8045347",3.13139
"8045349",6.02692
"8045368",3.33828
"8045381",6.45408
"8045398",6.96538
"8045423",2.64674
"8045425",5.03738
"8045453",2.01497
"8045455",6.98811
"8045470",3.18029
"8045497",2.31098
"8045499",5.27313
"8045514",6.18861
"8045525",2.20252
"8045527",2.34631
"8045529",1.58772
"8045531",1.46903
"8045533",4.68602
"8045535",2.67216
"8045537",1.47698
"8045539",4.83304
"8045559",2.23461
"8045561",1.45323
"8045563",5.89064
"8045577",1.59707
"8045581",2.25139
"8045583",1.54136
"8045585",1.52556
"8045587",6.71586
"8045602",1.55644
"8045604",5.32194
"8045619",6.08341
"8045637",3.50372
"8045664",3.63416
"8045674",2.86757
"8045688",7.80233
"8045695",5.10335
"8045697",6.76399
"8045736",5.69365
"8045768",4.68113
"8045776",3.0314
"8045793",3.08383
"8045795",4.28861
"8045800",1.5713
"8045802",1.65727
"8045804",10.2533
"8045806",1.40603
"8045808",1.96609
"8045810",1.62594
"8045812",1.60453
"8045814",2.59864
"8045816",5.72199
"8045835",3.48197
"8045846",5.23597
"8045848",2.81986
"8045857",3.6371
"8045860",6.13571
"8045882",2.75541
"8045887",6.21084
"8045889",6.02291
"8045919",7.70367
"8045931",1.92524
"8045933",4.69112
"8045946",6.43811
"8045962",3.31898
"8045972",1.86871
"8045974",2.92771
"8046003",5.98895
"8046012",1.42726
"8046014",1.55431
"8046016",1.2503
"8046018",2.97163
"8046020",2.54155
"8046048",3.84024
"8046060",1.38835
"8046062",2.63788
"8046078",2.45166
"8046084",2.07123
"8046086",6.66165
"8046099",5.43924
"8046116",1.784
"8046124",3.3809
"8046147",4.09871
"8046160",2.50322
"8046169",4.95384
"8046186",4.48131
"8046199",3.36834
"8046201",8.21473
"8046213",6.09888
"8046238",2.7902
"8046276",4.95684
"8046279",3.81123
"8046281",1.49237
"8046283",3.28452
"8046306",6.18987
"8046318",4.15838
"8046333",8.96682
"8046340",4.87735
"8046346",5.9164
"8046360",3.59056
"8046373",3.96206
"8046380",7.47187
"8046408",5.4809
"8046426",5.35319
"8046428",5.76149
"8046461",5.98386
"8046488",3.02948
"8046500",2.52627
"8046502",4.13317
"8046512",2.54653
"8046515",8.79734
"8046518",2.22291
"8046520",1.82011
"8046522",1.84468
"8046524",3.42288
"8046527",2.62527
"8046530",3.1749
"8046536",2.77302
"8046542",4.63157
"8046546",4.48365
"8046553",1.50874
"8046555",4.29083
"8046560",2.86361
"8046564",4.64324
"8046573",4.98754
"8046586",1.84122
"8046588",1.87443
"8046590",8.18568
"8046604",6.4357
"8046626",1.66857
"8046628",3.56548
"8046644",3.51838
"8046646",3.40669
"8046680",5.33058
"8046685",6.55682
"8046695",5.82842
"8046726",7.15519
"8046746",3.68897
"8046755",4.2068
"8046757",1.96491
"8046759",7.16809
"8046788",1.7678
"8046790",1.5623
"8046792",3.15836
"8046804",4.98441
"8046815",2.78104
"8046822",1.6738
"8046824",1.90202
"8046833",2.1835
"8046836",1.89937
"8046848",7.05977
"8046861",8.63855
"8046895",5.08235
"8046906",4.48807
"8046922",9.71128
"8046975",5.81355
"8046997",5.19715
"8047006",3.76755
"8047036",2.29571
"8047038",5.04536
"8047059",8.19709
"8047062",3.80357
"8047069",6.95677
"8047078",6.20507
"8047086",5.57584
"8047097",8.0983
"8047125",1.89182
"8047127",6.86129
"8047159",3.04299
"8047161",8.12749
"8047172",1.62081
"8047174",5.27436
"8047185",2.74975
"8047187",2.46764
"8047213",2.39036
"8047215",2.12252
"8047217",6.87895
"8047223",5.03617
"8047228",5.81278
"8047241",4.20479
"8047243",3.92919
"8047248",4.86968
"8047257",2.40208
"8047262",4.97328
"8047265",4.12065
"8047272",6.43127
"8047286",4.40606
"8047288",3.11854
"8047300",6.86094
"8047337",1.59329
"8047339",8.46995
"8047356",3.78475
"8047370",1.85978
"8047372",3.41243
"8047377",1.87086
"8047379",4.30255
"8047381",7.16528
"8047401",7.72292
"8047403",3.93614
"8047419",4.89466
"8047441",3.31064
"8047443",5.0285
"8047457",1.4608
"8047459",1.55985
"8047463",1.55598
"8047465",1.46403
"8047467",2.9347
"8047485",1.85812
"8047487",6.06586
"8047492",2.83336
"8047503",2.2511
"8047505",2.76695
"8047518",7.61958
"8047536",2.00145
"8047538",8.05524
"8047555",1.61334
"8047557",3.62458
"8047559",1.55607
"8047561",1.24903
"8047563",1.6512
"8047565",4.96799
"8047577",4.02501
"8047596",6.86033
"8047606",6.84404
"8047635",7.57652
"8047641",5.5279
"8047659",6.13663
"8047677",3.5835
"8047690",1.56703
"8047692",3.95842
"8047702",3.28204
"8047709",5.94022
"8047736",5.85776
"8047738",5.55145
"8047763",6.05548
"8047765",2.15927
"8047767",1.50874
"8047769",1.83127
"8047771",6.61896
"8047778",4.351
"8047780",3.42282
"8047782",1.94048
"8047784",7.15247
"8047788",3.87344
"8047815",5.82857
"8047829",3.00508
"8047839",7.06994
"8047852",1.52011
"8047854",4.9225
"8047865",6.08851
"8047910",3.05169
"8047926",5.45703
"8047952",3.4233
"8047963",3.0583
"8047965",2.78112
"8048014",5.73252
"8048022",2.32375
"8048024",1.90701
"8048026",4.17964
"8048071",2.53243
"8048075",5.15914
"8048077",1.50506
"8048079",1.32933
"8048081",4.17855
"8048108",4.9009
"8048110",1.52171
"8048112",2.01179
"8048114",2.34356
"8048116",6.66307
"8048118",1.68762
"8048120",5.65674
"8048139",3.97024
"8048141",4.07823
"8048146",8.27172
"8048171",5.33968
"8048173",2.44434
"8048175",4.86555
"8048195",8.15756
"8048205",5.57827
"8048211",3.87984
"8048227",5.33638
"8048234",8.05131
"8048249",4.27318
"8048257",4.17715
"8048272",3.31818
"8048283",5.2899
"8048304",6.16435
"8048317",3.76338
"8048319",3.36495
"8048340",6.68837
"8048350",3.30179
"8048368",1.41517
"8048370",5.54231
"8048381",4.51406
"8048411",5.0749
"8048432",4.21855
"8048445",4.72705
"8048452",5.01945
"8048460",5.43721
"8048466",3.13668
"8048468",5.16383
"8048478",5.63033
"8048489",4.25641
"8048505",4.27741
"8048518",4.28801
"8048523",4.76634
"8048541",7.91503
"8048551",4.88122
"8048595",5.5243
"8048611",3.32863
"8048628",4.32473
"8048639",5.03575
"8048647",4.10671
"8048673",4.44665
"8048699",3.45186
"8048701",2.37332
"8048703",6.61076
"8048705",2.21215
"8048707",2.57753
"8048712",3.96562
"8048715",1.53452
"8048717",4.58317
"8048723",1.83341
"8048725",3.21458
"8048733",6.82613
"8048749",4.99977
"8048752",4.2497
"8048761",6.52147
"8048763",2.41564
"8048772",6.43554
"8048782",3.77457
"8048835",6.72602
"8048847",8.24722
"8048864",3.03912
"8048870",2.36585
"8048885",1.87245
"8048887",1.59525
"8048889",3.96221
"8048896",1.71866
"8048898",4.15323
"8048926",4.80805
"8048940",6.10406
"8048976",4.84227
"8048978",1.56224
"8048980",7.05152
"8048993",2.12437
"8048995",6.5331
"8049007",3.82038
"8049016",6.98885
"8049042",3.77956
"8049044",4.15597
"8049071",5.00794
"8049073",9.11761
"8049075",4.55199
"8049079",3.45639
"8049083",5.01005
"8049088",4.27239
"8049097",5.92853
"8049123",4.40801
"8049128",4.4049
"8049137",4.34739
"8049152",3.863
"8049166",4.46375
"8049180",6.32163
"8049187",5.86922
"8049195",5.56771
"8049197",2.4271
"8049199",6.27808
"8049235",3.20923
"8049237",1.49385
"8049239",4.4823
"8049243",3.27636
"8049246",6.2312
"8049271",5.00799
"8049297",7.47188
"8049299",6.72699
"8049301",3.46787
"8049317",6.08234
"8049349",3.60335
"8049375",3.15025
"8049394",2.81652
"8049425",2.50624
"8049435",4.91537
"8049448",5.45498
"8049471",4.59576
"8049478",4.78797
"8049487",4.64993
"8049509",5.09805
"8049512",6.80783
"8049528",9.56727
"8049530",8.31717
"8049532",6.30133
"8049534",5.91521
"8049536",7.36473
"8049538",7.02779
"8049540",6.60136
"8049542",4.34071
"8049544",6.62661
"8049552",2.62189
"8049567",4.38204
"8049574",6.5898
"8049582",4.68089
"8049598",4.38181
"8049610",4.06144
"8049620",4.79839
"8049635",5.56216
"8049655",1.70467
"8049657",5.73956
"8049665",2.00665
"8049667",2.87274
"8049670",4.83648
"8049682",5.03701
"8049684",4.09645
"8049689",4.68145
"8049702",4.13011
"8049722",4.298
"8049729",4.514
"8049737",4.06791
"8049752",5.13139
"8049784",6.05592
"8049799",3.80231
"8049825",3.9425
"8049827",7.54488
"8049847",5.01732
"8049876",5.04615
"8049888",5.50608
"8049906",4.86421
"8049919",5.15007
"8049934",4.49064
"8049942",3.79061
"8049950",4.48253
"8049952",4.93672
"8049957",3.32644
"8049959",3.06277
"8049961",5.46271
"8049963",4.91522
"8049965",5.22651
"8049969",4.86588
"8049990",6.47467
"8049998",5.55179
"8050007",6.62986
"8050031",3.1863
"8050060",4.35329
"8050071",6.05857
"8050079",5.95924
"8050089",6.64687
"8050093",4.54929
"8050095",3.59729
"8050102",4.36119
"8050111",1.57289
"8050113",4.18157
"8050115",2.65863
"8050128",7.70777
"8050160",4.91378
"8050176",6.12755
"8050190",7.17003
"8050213",4.94264
"8050215",8.14078
"8050225",1.60654
"8050227",4.50026
"8050232",5.07376
"8050236",2.00879
"8050238",2.2742
"8050240",8.83291
"8050253",5.13804
"8050255",5.92758
"8050278",8.73039
"8050293",2.5727
"8050302",8.26356
"8050336",5.8645
"8050350",4.30251
"8050352",3.90584
"8050363",2.98871
"8050365",1.71837
"8050367",6.12293
"8050423",2.68064
"8050425",4.21272
"8050427",6.55168
"8050441",5.61442
"8050443",5.71368
"8050472",1.5333
"8050474",5.18061
"8050480",2.77448
"8050495",2.07844
"8050497",4.11253
"8050503",2.45283
"8050507",4.87916
"8050537",3.10724
"8050548",10.701
"8050557",4.739
"8050565",7.79085
"8050591",3.98234
"8050594",4.12109
"8050608",4.04329
"8050619",3.13917
"8050654",1.62061
"8050656",2.0832
"8050658",5.60443
"8050687",2.3857
"8050689",3.80911
"8050695",6.03663
"8050702",5.75704
"8050713",3.36247
"8050719",5.99746
"8050761",1.62932
"8050763",5.08657
"8050766",6.78574
"8050790",5.29646
"8050801",2.28106
"8050803",1.3861
"8050805",2.77518
"8050813",4.79855
"8050844",2.83275
"8050846",4.80166
"8050869",3.64125
"8050873",1.70771
"8050875",5.72819
"8050894",4.34613
"8050906",2.55325
"8050908",7.9448
"8050924",3.78809
"8050942",3.46911
"8050993",2.90632
"8051001",3.75379
"8051012",5.61595
"8051024",3.37741
"8051028",3.21441
"8051030",4.54989
"8051050",4.00182
"8051061",3.57694
"8051066",5.67591
"8051075",5.45103
"8051097",5.03202
"8051113",4.87679
"8051119",6.11707
"8051133",6.65518
"8051135",5.21029
"8051185",1.44241
"8051187",5.39534
"8051197",3.5845
"8051202",2.56002
"8051204",5.80816
"8051215",3.83062
"8051226",4.58851
"8051234",1.44355
"8051236",1.82088
"8051238",2.9508
"8051241",2.91416
"8051273",2.38245
"8051275",3.31483
"8051298",3.68244
"8051319",2.66285
"8051322",3.0777
"8051361",2.8041
"8051370",3.98513
"8051372",5.02536
"8051387",6.02875
"8051394",2.22261
"8051396",3.61342
"8051409",1.38028
"8051411",2.41316
"8051413",6.6511
"8051422",3.4034
"8051427",5.32099
"8051443",6.02346
"8051462",2.4886
"8051464",6.64671
"8051501",7.1488
"8051520",2.04323
"8051528",5.58121
"8051547",5.83203
"8051569",1.7391
"8051571",1.66581
"8051573",5.75749
"8051583",6.56925
"8051589",6.86187
"8051605",6.53827
"8051622",8.78181
"8051637",4.42497
"8051666",2.0495
"8051668",3.20041
"8051670",6.48741
"8051696",2.28898
"8051707",6.2335
"8051744",2.66189
"8051746",4.76387
"8051762",5.19171
"8051773",3.19784
"8051775",1.65828
"8051777",6.64395
"8051785",4.30933
"8051793",3.69542
"8051799",4.59312
"8051812",2.41457
"8051814",7.70849
"8051820",6.07512
"8051862",1.4668
"8051864",1.9226
"8051866",2.8922
"8051882",7.34152
"8051924",1.60794
"8051926",2.76476
"8051928",6.33748
"8051949",5.33489
"8051956",2.1894
"8051963",4.77561
"8051985",4.92897
"8051987",2.80523
"8051989",3.48708
"8051993",4.46628
"8051998",5.97953
"8052004",2.3769
"8052010",8.76018
"8052016",4.39104
"8052018",4.16245
"8052022",6.49285
"8052024",7.56865
"8052054",1.44348
"8052056",2.1282
"8052058",3.26215
"8052072",2.43294
"8052087",4.46056
"8052089",2.13761
"8052091",4.4362
"8052119",1.72186
"8052121",2.05125
"8052123",2.34529
"8052125",5.92725
"8052139",2.4992
"8052141",4.73026
"8052143",5.13173
"8052149",7.07243
"8052200",3.73508
"8052204",7.99911
"8052231",6.74754
"8052233",3.49958
"8052250",4.9533
"8052269",6.26131
"8052303",1.49113
"8052305",1.63259
"8052307",6.58241
"8052331",6.53847
"8052355",9.07476
"8052370",4.13833
"8052372",1.89565
"8052374",2.29677
"8052376",3.58298
"8052380",2.97131
"8052382",5.26675
"8052397",5.36188
"8052399",3.52393
"8052413",3.8934
"8052416",3.69774
"8052418",3.79745
"8052438",2.93706
"8052443",7.3452
"8052524",4.03402
"8052526",6.97714
"8052554",3.20012
"8052562",6.88862
"8052581",1.40462
"8052583",3.25849
"8052585",3.45816
"8052592",1.75485
"8052594",2.94825
"8052598",4.6469
"8052620",3.37551
"8052622",5.58699
"8052624",4.58934
"8052626",4.95858
"8052654",7.4837
"8052667",2.97984
"8052669",5.1283
"8052674",2.32478
"8052676",3.0848
"8052678",1.50442
"8052680",9.0981
"8052689",6.34778
"8052696",2.31514
"8052698",5.76542
"8052703",4.40031
"8052719",3.35909
"8052721",7.42704
"8052731",3.35067
"8052733",1.69417
"8052735",5.90065
"8052742",2.45785
"8052747",2.56404
"8052753",2.17478
"8052762",7.49231
"8052784",4.57754
"8052798",5.53742
"8052803",6.58417
"8052826",2.46666
"8052828",3.67257
"8052834",4.9148
"8052845",7.06881
"8052861",4.08901
"8052866",5.07269
"8052872",3.72177
"8052882",3.60779
"8052902",3.22091
"8052908",4.23565
"8052916",3.51269
"8052925",6.29354
"8052932",4.02016
"8052934",4.63014
"8052940",4.10599
"8052945",1.68278
"8052947",3.89082
"8052956",6.33958
"8052979",4.65096
"8052994",4.55131
"8053004",4.66471
"8053009",4.21985
"8053022",5.0482
"8053025",3.08359
"8053030",3.63945
"8053036",3.12184
"8053046",7.08144
"8053057",3.03811
"8053059",6.29603
"8053064",6.5002
"8053073",3.43374
"8053107",6.84879
"8053139",4.21826
"8053142",4.05146
"8053158",4.05126
"8053165",6.32498
"8053171",3.03072
"8053183",4.36266
"8053187",4.99304
"8053200",3.49433
"8053214",6.2701
"8053231",4.22872
"8053248",3.79193
"8053263",2.99355
"8053266",4.35839
"8053276",1.63123
"8053278",3.25693
"8053288",4.28932
"8053311",4.18695
"8053313",2.4981
"8053315",3.09973
"8053325",2.43509
"8053330",3.94701
"8053337",3.27487
"8053341",2.98333
"8053347",1.95502
"8053349",2.86169
"8053360",2.46789
"8053362",1.46342
"8053364",2.46646
"8053366",5.8017
"8053379",4.11029
"8053386",3.12709
"8053388",5.97669
"8053404",1.50874
"8053406",6.62799
"8053417",5.21674
"8053427",1.77581
"8053429",5.35731
"8053447",3.17887
"8053449",5.03519
"8053458",5.76799
"8053467",3.89289
"8053480",4.7849
"8053482",2.65423
"8053484",5.63183
"8053496",5.4542
"8053533",7.39638
"8053549",2.16542
"8053551",4.5421
"8053560",2.52953
"8053562",8.20734
"8053574",1.87409
"8053576",5.45594
"8053584",4.06361
"8053594",3.13243
"8053599",7.36662
"8053602",3.473
"8053610",6.80695
"8053622",8.92697
"8053646",1.69507
"8053648",4.56525
"8053654",3.19841
"8053662",3.32178
"8053664",1.91161
"8053666",3.16987
"8053668",5.55211
"8053690",5.73008
"8053710",5.0706
"8053713",6.7076
"8053715",4.36317
"8053718",2.34116
"8053720",1.93416
"8053722",5.0814
"8053725",3.28751
"8053728",4.07404
"8053731",3.94488
"8053733",5.91991
"8053735",4.44228
"8053737",3.03034
"8053741",3.25305
"8053744",3.35451
"8053751",1.81538
"8053753",2.90485
"8053761",4.0636
"8053763",5.99746
"8053775",3.67301
"8053785",2.03189
"8053787",2.27868
"8053795",3.36769
"8053797",4.95905
"8053801",7.37139
"8053834",7.42793
"8053840",4.1483
"8053842",5.01077
"8053869",4.62455
"8053872",4.12719
"8053882",5.12235
"8053890",7.49935
"8053901",6.80218
"8053909",7.23846
"8053944",4.4486
"8053949",5.22424
"8053975",4.53544
"8053984",4.15642
"8053998",5.08225
"8054004",5.39157
"8054020",3.8541
"8054037",2.00576
"8054039",1.59081
"8054041",2.07326
"8054045",5.20956
"8054054",8.06264
"8054064",5.49681
"8054075",1.94867
"8054077",5.13979
"8054090",2.62641
"8054092",5.72643
"8054131",4.613
"8054135",5.23277
"8054154",4.41557
"8054166",2.66536
"8054192",4.14819
"8054200",2.21163
"8054209",3.64715
"8054217",3.91718
"8054227",6.46888
"8054254",4.24746
"8054281",6.10665
"8054295",3.4869
"8054297",4.60116
"8054308",5.53097
"8054329",7.94036
"8054338",3.22496
"8054344",2.42162
"8054354",3.00603
"8054356",3.85043
"8054364",4.85162
"8054377",6.3479
"8054393",2.00753
"8054395",6.1396
"8054412",2.05877
"8054414",8.93117
"8054437",3.68114
"8054439",4.95432
"8054449",5.24498
"8054451",3.56501
"8054465",3.0885
"8054467",6.07361
"8054477",6.1611
"8054479",5.91865
"8054486",4.08273
"8054511",2.88872
"8054513",3.8479
"8054517",4.38383
"8054519",7.25324
"8054532",9.37093
"8054557",8.66109
"8054580",2.76343
"8054607",2.31629
"8054611",8.70587
"8054614",5.79252
"8054664",4.53745
"8054676",9.31026
"8054702",3.05081
"8054712",2.62216
"8054722",6.73978
"8054731",2.27543
"8054740",3.94451
"8054758",3.06569
"8054762",6.2343
"8054766",3.31291
"8054769",5.62074
"8054771",7.45528
"8054790",3.34931
"8054792",2.99412
"8054794",2.05993
"8054796",2.92376
"8054798",1.68024
"8054800",2.02731
"8054802",2.46332
"8054804",6.06384
"8054831",3.45442
"8054834",3.06205
"8054837",3.10646
"8054846",3.27971
"8054862",5.81571
"8054866",3.05706
"8054870",5.69385
"8054872",3.58485
"8054888",6.54908
"8054930",7.11961
"8054939",3.7525
"8054941",1.84248
"8054943",1.71803
"8054945",5.61806
"8054967",3.77449
"8054978",5.29538
"8054995",3.2324
"8054997",6.56842
"8055016",5.72778
"8055021",5.78676
"8055038",5.4075
"8055060",5.40955
"8055085",3.61007
"8055087",1.39209
"8055089",4.87899
"8055096",5.49433
"8055104",5.4707
"8055130",4.94043
"8055135",4.6
"8055137",2.23815
"8055139",4.05905
"8055143",3.2312
"8055151",8.72042
"8055153",2.24216
"8055171",3.62897
"8055173",3.30373
"8055183",5.5205
"8055194",3.45931
"8055198",1.49008
"8055200",1.7814
"8055202",2.71582
"8055204",6.27788
"8055206",1.49317
"8055208",4.42323
"8055214",3.28625
"8055220",8.69361
"8055222",2.5406
"8055234",2.49524
"8055236",2.38946
"8055239",3.53128
"8055247",4.64239
"8055249",6.73899
"8055261",6.50807
"8055263",1.52318
"8055265",3.8158
"8055267",1.69849
"8055269",1.39459
"8055271",1.50088
"8055273",1.65355
"8055275",1.36247
"8055277",1.42364
"8055279",2.98069
"8055281",3.59264
"8055284",6.24886
"8055287",4.81828
"8055291",5.94147
"8055294",2.85579
"8055297",2.47075
"8055303",1.38758
"8055305",1.76704
"8055309",5.46552
"8055312",1.78083
"8055314",3.77891
"8055323",3.49178
"8055348",3.35319
"8055350",3.46277
"8055361",1.95664
"8055377",3.59379
"8055402",2.09809
"8055404",3.9321
"8055406",2.882
"8055424",1.77862
"8055426",4.99854
"8055445",6.58684
"8055465",6.18182
"8055474",2.16189
"8055476",9.50139
"8055478",4.01097
"8055482",2.05859
"8055484",1.37764
"8055486",5.01743
"8055488",1.52077
"8055490",1.57349
"8055492",2.6324
"8055494",2.62906
"8055496",2.88152
"8055590",1.59506
"8055592",2.87253
"8055594",1.51405
"8055596",1.92965
"8055598",1.28775
"8055600",1.24799
"8055602",1.32413
"8055604",1.72288
"8055606",5.5397
"8055624",8.48802
"8055639",4.94462
"8055641",2.14891
"8055643",1.80169
"8055645",4.4756
"8055664",2.92102
"8055666",1.76183
"8055668",1.66009
"8055670",1.4276
"8055672",6.97935
"8055680",1.69217
"8055682",1.99692
"8055688",8.23173
"8055697",3.83292
"8055702",5.28763
"8055711",3.25248
"8055862",6.65591
"8055872",4.18268
"8055890",5.48407
"8055909",1.40074
"8055911",2.06997
"8055913",6.69427
"8055941",3.96075
"8055946",2.06962
"8055948",1.70124
"8055950",1.6558
"8055952",9.07214
"8055965",2.75006
"8055967",3.44818
"8055969",2.38661
"8055978",8.23295
"8055980",6.0476
"8055992",6.38354
"8056005",5.84973
"8056020",1.45979
"8056022",2.5614
"8056039",2.93898
"8056041",5.12035
"8056043",1.85201
"8056045",5.00184
"8056047",4.54552
"8056060",6.82119
"8056100",3.27628
"8056102",7.14589
"8056113",5.13088
"8056151",5.7397
"8056184",4.38955
"8056201",7.50595
"8056206",7.22606
"8056215",5.01528
"8056217",5.96321
"8056220",7.11735
"8056222",5.28743
"8056250",3.1942
"8056257",5.5926
"8056285",4.6934
"8056303",2.99084
"8056323",4.74683
"8056327",4.01678
"8056343",5.89624
"8056359",2.76455
"8056361",3.4794
"8056363",3.71445
"8056376",4.2239
"8056408",3.60261
"8056426",5.10458
"8056457",2.83366
"8056489",2.84682
"8056491",3.60385
"8056518",5.6147
"8056545",5.78444
"8056566",2.10557
"8056568",2.91415
"8056570",1.94051
"8056572",2.20607
"8056583",2.94798
"8056611",2.87375
"8056693",4.29409
"8056710",2.59181
"8056716",7.2654
"8056726",1.96741
"8056728",5.5471
"8056730",3.84507
"8056734",6.34692
"8056753",4.27939
"8056763",5.17582
"8056766",5.96825
"8056784",3.08718
"8056790",2.49799
"8056792",6.678
"8056794",2.29667
"8056798",5.56531
"8056810",3.07467
"8056812",5.70298
"8056821",4.56804
"8056823",1.69325
"8056825",5.23755
"8056829",3.11063
"8056837",5.48974
"8056860",6.96093
"8056877",3.23934
"8056890",5.21747
"8056909",7.17497
"8056930",5.49299
"8056943",5.67483
"8056959",4.82064
"8056963",3.00314
"8056966",7.23694
"8056968",3.0391
"8056972",3.595
"8056975",1.72446
"8056977",8.0565
"8056983",3.33535
"8056993",4.67661
"8056995",2.1294
"8056999",3.94918
"8057004",3.0756
"8057032",1.82349
"8057034",6.48479
"8057045",4.87173
"8057056",4.42317
"8057377",4.04538
"8057394",7.35459
"8057416",2.63998
"8057418",3.28879
"8057439",3.47563
"8057441",5.87692
"8057463",2.99921
"8057480",3.28876
"8057486",5.32106
"8057506",6.52656
"8057517",8.0191
"8057554",6.17707
"8057557",1.45404
"8057559",1.43383
"8057561",1.96265
"8057563",2.13173
"8057574",1.92442
"8057576",2.1689
"8057578",6.69148
"8057599",7.00434
"8057613",5.78214
"8057615",2.79582
"8057620",6.7851
"8057677",7.6117
"8057689",3.94596
"8057700",5.47892
"8057711",1.73566
"8057713",2.118
"8057719",5.703
"8057732",5.29298
"8057736",3.75456
"8057742",2.8901
"8057744",8.10309
"8057771",4.99997
"8057797",5.07769
"8057803",2.52998
"8057817",2.57184
"8057819",1.48915
"8057821",2.93691
"8057887",7.04389
"8057898",4.95192
"8057929",2.49773
"8057931",4.37085
"8057933",6.23522
"8057954",5.1946
"8057959",8.08958
"8057990",6.17439
"8058024",8.80526
"8058052",8.08521
"8058063",5.56088
"8058075",2.62781
"8058091",4.42914
"8058104",2.1064
"8058106",2.48412
"8058108",4.21749
"8058118",5.55955
"8058127",8.01101
"8058145",2.43514
"8058147",4.55294
"8058159",1.90916
"8058161",5.58131
"8058182",5.96349
"8058195",1.40191
"8058197",2.10225
"8058199",1.40086
"8058201",3.64313
"8058203",3.19372
"8058221",6.18745
"8058238",2.77524
"8058256",2.07838
"8058258",4.95893
"8058273",3.22786
"8058295",5.13694
"8058333",4.73704
"8058335",5.72273
"8058340",4.65281
"8058342",3.84321
"8058344",2.24805
"8058346",1.70731
"8058348",1.37757
"8058350",3.43032
"8058373",5.99513
"8058386",2.1902
"8058388",1.66359
"8058390",6.26947
"8058411",2.70512
"8058415",5.84718
"8058428",7.42004
"8058450",3.20046
"8058456",2.17422
"8058458",5.51182
"8058460",1.64795
"8058462",2.82616
"8058477",6.39246
"8058486",4.76145
"8058496",2.66642
"8058498",4.89683
"8058509",5.89007
"8058512",5.90604
"8058514",3.08618
"8058516",4.39899
"8058518",2.90094
"8058520",4.22573
"8058524",3.44561
"8058530",2.46425
"8058535",2.3541
"8058542",2.91472
"8058552",6.50436
"8058566",1.7069
"8058568",1.93896
"8058570",4.85998
"8058591",5.06559
"8058604",2.79808
"8058614",5.75259
"8058627",3.82262
"8058658",1.64008
"8058660",1.56306
"8058662",1.87281
"8058664",3.59632
"8058666",2.09178
"8058668",2.05467
"8058670",3.25072
"8058693",2.11665
"8058695",4.95842
"8058708",2.73277
"8058765",9.55597
"8058824",3.81202
"8058837",4.13313
"8058849",4.0194
"8058855",3.70501
"8058857",9.25658
"8058866",2.47481
"8058869",8.0566
"8058905",4.57426
"8058912",1.96223
"8058914",6.13807
"8058927",8.73331
"8058940",5.73779
"8058969",3.70295
"8058971",2.16835
"8058973",4.16743
"8058985",4.08662
"8058997",3.33755
"8059012",2.81817
"8059014",4.00447
"8059019",3.87214
"8059026",3.98563
"8059028",3.61922
"8059067",3.25982
"8059071",4.48631
"8059081",3.79735
"8059097",4.99385
"8059111",4.39025
"8059139",4.91709
"8059158",4.09
"8059177",5.58284
"8059186",3.71782
"8059211",1.79661
"8059213",3.96814
"8059222",5.43154
"8059244",4.65144
"8059249",4.08306
"8059275",3.75521
"8059277",3.50827
"8059279",5.65091
"8059301",2.90347
"8059319",5.53657
"8059339",4.59755
"8059341",2.67504
"8059343",1.77925
"8059345",2.83372
"8059350",4.56945
"8059361",6.41663
"8059376",6.95338
"8059387",2.90506
"8059393",7.94336
"8059413",6.1878
"8059470",3.92858
"8059475",3.22333
"8059477",3.63701
"8059525",2.14897
"8059532",4.08127
"8059538",6.06968
"8059549",1.89627
"8059551",2.94255
"8059565",5.91026
"8059576",7.92651
"8059578",3.62142
"8059580",3.60617
"8059596",8.12908
"8059642",4.50114
"8059648",4.81662
"8059650",5.39973
"8059672",5.73579
"8059674",3.24814
"8059680",3.34528
"8059687",2.59877
"8059689",9.08089
"8059708",6.04476
"8059710",2.24885
"8059712",2.71713
"8059714",1.76766
"8059716",3.11243
"8059720",4.67387
"8059729",2.14466
"8059731",4.75813
"8059739",6.08633
"8059744",3.52939
"8059748",4.26108
"8059770",4.69168
"8059776",2.23757
"8059783",3.64279
"8059799",1.77309
"8059801",5.37596
"8059832",3.01951
"8059838",3.9244
"8059852",4.80551
"8059854",6.32654
"8059862",1.63145
"8059864",3.56396
"8059868",4.33887
"8059876",1.64324
"8059878",2.97561
"8059900",2.50938
"8059902",3.38697
"8059905",8.99714
"8059949",1.88505
"8059951",2.66682
"8059953",2.02994
"8059955",4.08832
"8059965",2.97337
"8059969",5.52545
"8059985",2.42332
"8059989",4.80246
"8059996",6.5619
"8060020",3.28165
"8060030",5.27564
"8060061",4.3481
"8060063",6.29753
"8060080",2.04044
"8060082",3.3865
"8060084",2.01836
"8060086",4.88135
"8060094",4.38642
"8060101",4.10508
"8060103",4.13792
"8060126",4.47102
"8060134",3.77104
"8060187",3.72171
"8060196",4.39258
"8060205",3.93829
"8060225",8.75393
"8060255",1.50405
"8060257",5.63417
"8060274",4.84698
"8060286",3.66578
"8060294",5.06891
"8060303",2.31008
"8060308",3.10868
"8060314",1.96245
"8060320",2.63235
"8060325",3.68417
"8060330",4.94687
"8060334",4.23401
"8060339",3.93221
